date:2020/05/18 10:07:23,  ip:162.158.118.247,  hostname:162.158.118.247,  requestUrl:/controller/admin/login_ct.php,  method:POST,  browser:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36,  遷移元:http://jis-j.com/admin/login.php
date:2020/05/18 10:07:23,  ip:162.158.118.247,  hostname:162.158.118.247,  requestUrl:/admin/menu.php,  method:GET,  browser:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36,  遷移元:http://jis-j.com/admin/login.php
date:2020/05/18 10:07:29,  ip:162.158.118.247,  hostname:162.158.118.247,  requestUrl:/admin/tour.php,  method:GET,  browser:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36,  遷移元:http://jis-j.com/admin/menu.php
date:2020/05/18 10:07:29,  ip:162.158.118.247,  hostname:162.158.118.247,  requestUrl:/controller/admin/tour_ct.php,  method:POST,  browser:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36,  遷移元:http://jis-j.com/admin/tour.php
date:2020/05/18 10:07:34,  ip:162.158.118.247,  hostname:162.158.118.247,  requestUrl:/admin/member.php,  method:GET,  browser:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36,  遷移元:http://jis-j.com/admin/tour.php
date:2020/05/18 10:07:34,  ip:162.158.118.247,  hostname:162.158.118.247,  requestUrl:/controller/admin/member_ct.php,  method:POST,  browser:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36,  遷移元:http://jis-j.com/admin/member.php
date:2020/05/18 10:07:37,  ip:162.158.118.247,  hostname:162.158.118.247,  requestUrl:/admin/news.php,  method:GET,  browser:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36,  遷移元:http://jis-j.com/admin/member.php
date:2020/05/18 10:07:37,  ip:162.158.118.247,  hostname:162.158.118.247,  requestUrl:/controller/admin/news_ct.php,  method:POST,  browser:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36,  遷移元:http://jis-j.com/admin/news.php
date:2020/05/18 10:13:11,  ip:162.158.119.188,  hostname:162.158.119.188,  requestUrl:/controller/admin/news_ct.php,  method:POST,  browser:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36,  遷移元:http://jis-j.com/admin/news.php
date:2020/05/18 10:13:12,  ip:162.158.119.188,  hostname:162.158.119.188,  requestUrl:/controller/admin/news_ct.php,  method:POST,  browser:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36,  遷移元:http://jis-j.com/admin/news.php
date:2020/05/18 10:13:56,  ip:162.158.119.188,  hostname:162.158.119.188,  requestUrl:/controller/admin/news_ct.php,  method:POST,  browser:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36,  遷移元:http://jis-j.com/admin/news.php
